0,51.509,-0.16101,-0.016001,0.047177,-1.5429
0.5,51.509,-0.16102,0.14091,-0.016535,-2.0136
1,51.509,-0.16102,0.23943,0.011708,-1.9993
1.5,51.509,-0.16102,0.50092,-0.01378,-2.0796
2,51.509,-0.16102,0.7586,0.0060742,-2.1787
2.5,51.509,-0.16102,0.9809,0.011513,-1.2829
3,51.509,-0.16102,1.2423,0.015109,-0.29674
3.5,51.509,-0.16102,1.2427,-0.015735,0.41563
4,51.509,-0.16102,1.2533,-0.0091186,-0.92853
4.5,51.509,-0.16102,1.2449,-0.0029873,-0.61176
5,51.509,-0.16103,1.2357,0.0049331,-0.24943
5.5,51.509,-0.16103,1.2704,-0.023691,0.11846
6,51.509,-0.16103,1.2303,0.03211,-0.60851
6.5,51.509,-0.16103,1.2376,0.024571,0.5664
7,51.509,-0.16103,1.2582,-0.0090812,0.4167
7.5,51.509,-0.16103,1.2609,0.013138,0.92822
8,51.509,-0.16103,1.2354,0.0037583,0.15478
8.5,51.509,-0.16103,1.255,-0.0036754,-0.75752
9,51.509,-0.16103,1.2598,0.015416,-1.2004
9.5,51.509,-0.16103,1.2699,0.036574,1.6633
10,51.509,-0.16103,1.2332,0.040776,2.5417
10.5,51.509,-0.16103,1.2459,0.01731,2.3089
11,51.509,-0.16103,1.2671,0.00097429,2.0361
11.5,51.509,-0.16103,1.261,0.031694,1.2642
12,51.509,-0.16103,1.2556,-0.0074286,0.70577
12.5,51.509,-0.16103,1.2464,-0.016699,0.65836
13,51.509,-0.16103,1.2345,3.6972e-05,-0.22004
13.5,51.509,-0.16103,1.2454,0.0091081,-1.0609
14,51.509,-0.16103,1.2604,0.012453,-1.4738
14.5,51.509,-0.16103,1.2491,-0.039932,-0.7041
15,51.509,-0.16103,1.2475,-0.033323,-1.5261
15.5,51.509,-0.16103,1.2327,-0.014804,-3.2429
16,51.509,-0.16103,1.2151,-0.0061209,-3.5431
16.5,51.509,-0.16103,1.2395,-0.0095444,-2.4569
17,51.509,-0.16103,1.2069,0.00062923,-1.9111
17.5,51.509,-0.16103,1.2392,-0.0029409,-1.9937
18,51.509,-0.16103,1.2486,0.005168,-1.9443
18.5,51.509,-0.16103,1.2342,-0.0094383,-1.3734
19,51.509,-0.16103,1.2359,0.0032097,-1.0638
19.5,51.509,-0.16103,1.2547,0.015124,0.0052302
20,51.509,-0.16103,1.2548,0.013216,0.32306
20.5,51.509,-0.16103,1.236,0.0088011,0.3021
21,51.509,-0.16103,1.2378,0.017405,-0.33868
21.5,51.509,-0.16103,1.2319,0.010184,1.1691
22,51.509,-0.16103,1.2519,-0.024243,0.56609
22.5,51.509,-0.16103,1.2434,-0.01889,-0.51285
23,51.509,-0.16103,1.2577,-0.020804,0.44435
23.5,51.509,-0.16103,1.2054,0.024133,0.75579
24,51.509,-0.16103,1.2396,0.0086511,-0.24526
24.5,51.51,-0.16103,1.2322,-0.0081904,-0.38042
25,51.51,-0.16103,1.2527,-0.0074967,-0.11654
25.5,51.51,-0.16103,1.2546,-0.040201,-0.30279
26,51.51,-0.16103,1.2692,0.0020155,-0.32788
26.5,51.51,-0.16103,1.2474,-0.023465,-1.6592
27,51.51,-0.16103,1.2195,-0.010785,-1.6527
27.5,51.51,-0.16103,1.2349,-0.051531,-0.1006
28,51.51,-0.16103,1.2532,-0.031021,-0.17801
28.5,51.51,-0.16103,1.2399,-0.036076,0.22282
29,51.51,-0.16103,1.2476,-0.045973,-1.0561
29.5,51.51,-0.16103,1.2389,-0.029554,-1.2418
30,51.51,-0.16103,1.252,-0.0073505,-1.7071
30.5,51.51,-0.16103,1.2562,-0.015737,-1.9191
31,51.51,-0.16103,1.2508,-0.012165,-0.75603
31.5,51.51,-0.16103,1.2328,-0.00059682,-0.55753
32,51.51,-0.16103,1.2353,-0.017216,1.0518
32.5,51.51,-0.16103,1.0049,-0.019395,0.10091
33,51.51,-0.16103,0.74552,-0.013882,-1.8304
33.5,51.51,-0.16103,0.51405,-0.023557,-1.5907
34,51.51,-0.16103,0.23325,0.0014196,-0.64789
34.5,51.51,-0.16103,0.2127,0.067664,14.953
35,51.51,-0.16103,0.25457,0.13287,29.762
35.5,51.51,-0.16103,0.17446,0.17832,44.87
36,51.51,-0.16103,0.10494,0.21392,60.589
36.5,51.51,-0.16103,0.059592,0.22834,76.062
37,51.51,-0.16103,0.01201,0.2311,90.244
37.5,51.51,-0.16102,-0.055496,0.23454,104.93
38,51.51,-0.16102,-0.1316,0.23645,118.55
38.5,51.51,-0.16102,-0.15747,0.16679,131.7
39,51.51,-0.16102,-0.22772,0.12854,145.44
39.5,51.51,-0.16102,-0.22279,0.072853,162.43
40,51.51,-0.16102,-0.25398,0.0031693,178.22
40.5,51.51,-0.16102,-0.5138,0.033536,178.63
41,51.51,-0.16102,-0.7604,-0.017992,178.66
41.5,51.51,-0.16102,-1.0181,0.015669,181.45
42,51.51,-0.16102,-1.256,-0.003723,182.41
42.5,51.51,-0.16102,-1.2621,0.016022,180.47
43,51.51,-0.16102,-1.2666,0.022982,179.42
43.5,51.51,-0.16102,-1.2194,-0.0027273,180.46
44,51.51,-0.16102,-1.2405,-0.024006,180.12
44.5,51.51,-0.16102,-1.2339,0.0014109,180.67
45,51.51,-0.16102,-1.2584,0.025267,179.76
45.5,51.51,-0.16102,-1.2562,-0.018533,180.08
46,51.51,-0.16102,-1.2651,0.0053938,180.67
46.5,51.51,-0.16102,-1.2123,-0.039561,180.19
47,51.51,-0.16102,-1.2618,-0.027881,178.97
47.5,51.51,-0.16102,-1.2375,-0.029596,178.29
48,51.51,-0.16102,-1.2552,-0.028927,178.45
48.5,51.51,-0.16102,-1.2727,0.00066446,179.8
49,51.51,-0.16102,-1.2404,-0.030434,180.51
49.5,51.509,-0.16102,-1.257,0.037824,178.43
50,51.509,-0.16102,-1.2786,0.00031323,179.8
50.5,51.509,-0.16102,-1.244,0.014562,178.92
51,51.509,-0.16102,-1.2874,0.0063171,177.85
51.5,51.509,-0.16102,-1.2466,0.0079656,178.81
52,51.509,-0.16102,-1.2362,0.016381,180.49
52.5,51.509,-0.16102,-1.2444,0.0070715,179.72
53,51.509,-0.16102,-1.242,-0.010266,180.72
53.5,51.509,-0.16102,-1.2633,0.0047527,181.99
54,51.509,-0.16102,-1.2674,-0.0091852,182.23
54.5,51.509,-0.16102,-1.2576,-0.0081306,182.24
55,51.509,-0.16102,-1.277,0.0028689,180.38
55.5,51.509,-0.16102,-1.2409,0.028324,179.35
56,51.509,-0.16102,-1.2638,-0.0066692,178.18
56.5,51.509,-0.16102,-1.2468,0.017565,177.83
57,51.509,-0.16102,-1.2383,0.0056666,177.73
57.5,51.509,-0.16102,-1.2585,0.034087,178.53
58,51.509,-0.16102,-1.2587,0.068998,176.25
58.5,51.509,-0.16102,-1.259,0.029991,176.66
59,51.509,-0.16102,-1.2781,0.0092417,178.05
59.5,51.509,-0.16102,-1.2572,0.018996,177.81
60,51.509,-0.16102,-1.2577,0.018328,179.22
60.5,51.509,-0.16102,-1.2602,-0.0085365,179.77
61,51.509,-0.16102,-1.24,-0.027729,178.88
61.5,51.509,-0.16102,-1.2321,-0.037529,180.09
62,51.509,-0.16102,-1.2626,-0.027557,180.42
62.5,51.509,-0.16102,-1.2612,-0.0056592,179.66
63,51.509,-0.16102,-1.2515,-0.03757,181.81
63.5,51.509,-0.16102,-1.2758,-0.0055585,181.63
64,51.509,-0.16102,-1.2472,-0.037152,181.97
64.5,51.509,-0.16102,-1.2333,-0.018751,181.96
65,51.509,-0.16102,-1.2727,0.003457,181
65.5,51.509,-0.16102,-1.2389,0.045072,180.55
66,51.509,-0.16102,-1.2619,0.051866,180.34
66.5,51.509,-0.16102,-1.2715,0.014628,180.52
67,51.509,-0.16102,-1.228,0.0034047,180.44
67.5,51.509,-0.16102,-1.2289,-0.00043934,179.23
68,51.509,-0.16102,-1.2303,0.0048279,179.7
68.5,51.509,-0.16102,-1.2211,-0.0020737,179.8
69,51.509,-0.16102,-1.2614,-0.0036312,178.72
69.5,51.509,-0.16102,-1.2451,3.6213e-05,179.03
70,51.509,-0.16102,-1.2715,0.0077364,179.21
70.5,51.509,-0.16102,-1.2501,0.0058512,179.36
71,51.509,-0.16102,-1.2592,0.0091731,178.31
71.5,51.509,-0.16102,-0.99854,-0.019523,179.42
72,51.509,-0.16102,-0.74578,0.011794,178.77
72.5,51.509,-0.16102,-0.49553,0.011401,177.45
73,51.509,-0.16102,-0.26572,0.007679,177.59
73.5,51.509,-0.16102,-0.19944,0.080491,162.97
74,51.509,-0.16102,-0.21608,0.11954,147.91
74.5,51.509,-0.16102,-0.15458,0.1536,133.87
75,51.509,-0.16101,-0.14236,0.2509,118.91
75.5,51.509,-0.16101,-0.048218,0.25131,103.18
76,51.509,-0.16101,0.021249,0.25279,88.439
76.5,51.509,-0.16101,0.06416,0.23945,74.928
77,51.509,-0.16101,0.13259,0.22985,60.495
77.5,51.509,-0.16101,0.16102,0.18106,45.23
78,51.509,-0.16101,0.21658,0.15692,29.955
78.5,51.509,-0.161,0.22186,0.066728,15.377
79,51.509,-0.161,0.22488,-0.0020445,1.1254
79.5,51.509,-0.161,0.48838,-0.00083645,0.85476
80,51.509,-0.161,0.74268,-0.010392,-0.1103
80.5,51.509,-0.161,1.0048,0.0033453,-0.40904
81,51.509,-0.161,1.2452,-0.038849,-0.34224
81.5,51.509,-0.161,1.2554,-0.026101,-0.11795
82,51.509,-0.16101,1.2644,-0.020332,0.419
82.5,51.509,-0.16101,1.2636,-0.02101,0.364
83,51.509,-0.16101,1.2618,-0.0040198,-1.0354
83.5,51.509,-0.16101,1.2321,0.0038398,-1.1275
84,51.509,-0.16101,1.2699,-0.042631,-0.072975
84.5,51.509,-0.16101,1.2655,-0.029697,-0.10414
85,51.509,-0.16101,1.2597,0.0011649,-0.055824
85.5,51.509,-0.16101,1.2451,0.021797,-0.15253
86,51.509,-0.16101,1.2456,0.028011,-0.24058
86.5,51.509,-0.16101,1.237,0.016744,0.32613
87,51.509,-0.16101,1.2223,-0.0076224,-1.4194
87.5,51.509,-0.16101,1.2485,-0.058559,-1.2689
88,51.509,-0.16101,1.2663,-0.037584,-0.004654
88.5,51.509,-0.16101,1.2474,-0.034559,0.86765
89,51.509,-0.16101,1.2622,-0.01024,0.32565
89.5,51.509,-0.16101,1.2629,-0.025153,0.41185
90,51.509,-0.16101,1.2364,0.024087,1.3628
90.5,51.509,-0.16101,1.2442,-0.01382,1.2794
91,51.509,-0.16101,1.2598,0.00018534,0.22516
91.5,51.509,-0.16101,1.2317,-0.033028,-0.31129
92,51.509,-0.16101,1.2404,-0.002628,-1.3964
92.5,51.509,-0.16101,1.2478,-0.033053,-1.1584
93,51.509,-0.16101,1.2436,-0.014834,-1.5598
93.5,51.509,-0.16101,1.2477,0.0029934,-1.1468
94,51.509,-0.16101,1.2721,0.024514,0.6672
94.5,51.509,-0.16101,1.2445,0.011295,1.3163
95,51.509,-0.16101,1.2474,0.048937,1.7613
95.5,51.509,-0.16101,1.2636,-0.011577,0.23008
96,51.509,-0.16101,1.2276,-0.013886,-0.61073
96.5,51.509,-0.16101,1.2468,0.019767,-0.26761
97,51.509,-0.16101,1.2387,0.029209,1.1638
97.5,51.509,-0.16101,1.2862,0.010268,1.6055
98,51.509,-0.16101,1.2575,0.022622,1.9609
98.5,51.509,-0.16101,1.2302,0.025356,2.0667
99,51.509,-0.16101,1.2394,0.050594,2.1088
99.5,51.509,-0.16101,1.2303,0.053601,1.4652
100,51.509,-0.16101,1.261,-0.01373,-0.16889
100.5,51.509,-0.16101,1.2309,0.018361,-0.19549
101,51.509,-0.16101,1.2635,-0.025855,-0.55631
101.5,51.509,-0.16101,1.2112,0.0084319,0.098379
102,51.509,-0.16101,1.2443,0.0094524,0.46708
102.5,51.51,-0.16101,1.2758,-0.016005,-0.65013
103,51.51,-0.16101,1.2387,0.043427,-0.14306
103.5,51.51,-0.16101,1.2662,-0.021507,-1.4612
104,51.51,-0.16101,1.2745,-0.032968,-1.9826
104.5,51.51,-0.16101,1.2194,-0.029961,-2.38
105,51.51,-0.16101,1.2591,-0.029848,-1.7391
105.5,51.51,-0.16101,1.2662,-0.031756,-2.0044
106,51.51,-0.16101,1.2668,-0.0052522,-1.5339
106.5,51.51,-0.16101,1.2447,-0.0053604,-1.6117
107,51.51,-0.16101,1.2338,0.0022239,-0.26711
107.5,51.51,-0.16101,1.2666,0.010652,-0.9078
108,51.51,-0.16101,1.2575,0.0039131,-1.1305
108.5,51.51,-0.16101,1.2934,-0.015168,-2.8299
109,51.51,-0.16101,1.2649,-0.01683,-3.3764
109.5,51.51,-0.16101,1.2614,-0.0063259,-2.5381
110,51.51,-0.16101,1.2704,-0.040684,-2.2691
110.5,51.51,-0.16101,1.0436,-0.022018,-1.5013
111,51.51,-0.16101,0.76863,-0.012384,-1.8723
111.5,51.51,-0.16101,0.50062,-0.0011039,-2.5935
112,51.51,-0.16101,0.2438,-0.010407,-2.2665
112.5,51.51,-0.16101,0.20953,0.063994,12.807
113,51.51,-0.16101,0.20885,0.14942,28.742
113.5,51.51,-0.161,0.13041,0.20655,44.926
114,51.51,-0.161,0.12709,0.19198,62.209
114.5,51.51,-0.161,0.056264,0.26098,76.372
115,51.51,-0.161,-0.020731,0.25079,91.323
115.5,51.51,-0.161,-0.063135,0.22581,105.45
116,51.51,-0.161,-0.12207,0.2059,119.46
116.5,51.51,-0.16099,-0.16485,0.19332,133.89
117,51.51,-0.16099,-0.21649,0.12997,149.14
117.5,51.51,-0.16099,-0.24874,0.060902,163.65
118,51.51,-0.16099,-0.25346,0.017902,179.06
118.5,51.51,-0.16099,-0.48122,0.0080732,179.42
119,51.51,-0.16099,-0.76774,0.021952,179.12
119.5,51.51,-0.16099,-1.0096,0.052247,177.9
120,51.51,-0.16099,-1.232,0.021556,177.75
120.5,51.51,-0.16099,-1.254,0.0032649,178.74
121,51.51,-0.16099,-1.2661,-0.013068,179.01
121.5,51.51,-0.16099,-1.2601,0.035091,179.62
122,51.51,-0.16099,-1.2342,0.014577,179.9
122.5,51.51,-0.16099,-1.2531,0.010804,180.71
123,51.51,-0.16099,-1.2552,-0.035938,181.87
123.5,51.51,-0.16099,-1.2396,-0.016346,181.13
124,51.51,-0.16099,-1.2568,-0.019631,182.01
124.5,51.51,-0.16099,-1.2571,-0.034132,181.97
125,51.51,-0.16099,-1.2466,-0.051269,181.71
125.5,51.51,-0.16099,-1.2526,-0.014674,181.51
126,51.51,-0.16099,-1.2532,0.0055773,180.26
126.5,51.51,-0.16099,-1.2664,0.036233,177.63
127,51.51,-0.16099,-1.2317,0.0043499,177.29
127.5,51.509,-0.16099,-1.2116,0.019356,176.26
128,51.509,-0.16099,-1.235,-0.0075623,177.61
128.5,51.509,-0.16099,-1.2415,0.030625,178.01
129,51.509,-0.16099,-1.2573,0.0075899,178.72
129.5,51.509,-0.16099,-1.2235,-0.018675,180.22
130,51.509,-0.16099,-1.2666,-0.016181,180.65
130.5,51.509,-0.16099,-1.2712,-0.0099743,180.51
131,51.509,-0.16099,-1.2632,-0.017393,180.51
131.5,51.509,-0.16099,-1.2374,-0.019895,181.27
132,51.509,-0.16099,-1.2728,-0.0070525,181.37
132.5,51.509,-0.16099,-1.2417,0.023083,181.16
133,51.509,-0.16099,-1.2601,0.032321,180.61
133.5,51.509,-0.16099,-1.2397,0.051343,180.94
134,51.509,-0.16099,-1.2715,0.053957,180.68
134.5,51.509,-0.16099,-1.2289,0.044327,179.4
135,51.509,-0.16099,-1.2216,0.02599,179.63
135.5,51.509,-0.16099,-1.2369,-0.0084282,180.52
136,51.509,-0.16099,-1.2546,-0.004484,181.05
136.5,51.509,-0.16099,-1.2581,0.018454,179.53
137,51.509,-0.16099,-1.2618,0.024082,179.54
137.5,51.509,-0.16099,-1.2441,0.022685,179.15
138,51.509,-0.16099,-1.2275,0.00874,179.34
138.5,51.509,-0.16099,-1.2526,0.028471,179.06
139,51.509,-0.16099,-1.2398,0.030084,179.44
139.5,51.509,-0.16099,-1.2378,0.025488,179.19
140,51.509,-0.16099,-1.274,0.029079,179.49
140.5,51.509,-0.16099,-1.2683,0.024711,180.34
141,51.509,-0.16099,-1.2448,0.032106,179.2
141.5,51.509,-0.16099,-1.236,-0.017048,179.22
142,51.509,-0.16099,-1.2593,-0.0068315,178.4
142.5,51.509,-0.16099,-1.2614,0.020499,178.33
143,51.509,-0.16099,-1.2681,-0.010269,179.24
143.5,51.509,-0.16099,-1.2419,-0.017079,180.91
144,51.509,-0.16099,-1.2294,-0.0040043,181.19
144.5,51.509,-0.16099,-1.2665,0.011447,179.97
145,51.509,-0.16099,-1.2409,0.029335,178.72
145.5,51.509,-0.16099,-1.2559,0.00031589,179
146,51.509,-0.16099,-1.2659,0.031669,180.27
146.5,51.509,-0.16099,-1.25,-0.013095,180.21
147,51.509,-0.16099,-1.2271,0.019071,180.37
147.5,51.509,-0.16099,-1.2836,0.015146,180.97
148,51.509,-0.16099,-1.253,0.034858,181.14
148.5,51.509,-0.16099,-1.2799,0.013165,180.34
149,51.509,-0.16099,-1.2652,0.020039,180.36
149.5,51.509,-0.16099,-1.0367,0.010795,180.54
150,51.509,-0.16099,-0.76305,0.011607,180.34
150.5,51.509,-0.16099,-0.49359,-0.019654,180.17
151,51.509,-0.16099,-0.25461,-0.039073,179.75
151.5,51.509,-0.16099,-0.22186,0.040505,164.79
152,51.509,-0.16099,-0.2042,0.14438,150.49
152.5,51.509,-0.16099,-0.16694,0.15542,136.61
153,51.509,-0.16099,-0.12765,0.21485,122.99
153.5,51.509,-0.16098,-0.064371,0.22959,106.83
154,51.509,-0.16098,-0.010723,0.23434,91.176
154.5,51.509,-0.16098,0.050742,0.24997,75.011
155,51.509,-0.16098,0.12187,0.2194,60.386
155.5,51.509,-0.16098,0.16144,0.16932,44.501
156,51.509,-0.16098,0.2236,0.13126,30.907
156.5,51.509,-0.16098,0.21335,0.062504,16.251
157,51.509,-0.16098,0.24723,0.0055309,0.12712
157.5,51.509,-0.16098,0.49437,-0.017588,0.40713
158,51.509,-0.16098,0.74415,-0.027892,0.50513
158.5,51.509,-0.16098,1.0234,-0.027151,-0.56082
159,51.509,-0.16098,1.2406,-0.015363,-0.34884
159.5,51.509,-0.16098,1.2577,0.00035005,0.70831
160,51.509,-0.16098,1.2568,-0.021893,0.99787
160.5,51.509,-0.16098,1.2599,0.00032705,-0.19126
161,51.509,-0.16098,1.2559,0.01298,-0.69674
161.5,51.509,-0.16098,1.2388,0.017792,-0.76513
162,51.509,-0.16098,1.2339,0.019204,0.33672
162.5,51.509,-0.16098,1.2538,0.013179,0.27494
163,51.509,-0.16098,1.2626,-0.015261,0.13079
163.5,51.509,-0.16098,1.2436,0.017568,0.5804
164,51.509,-0.16098,1.2666,-0.013434,0.49868
164.5,51.509,-0.16098,1.2568,-0.0018168,1.9378
165,51.509,-0.16098,1.2577,-0.0018712,2.5497
165.5,51.509,-0.16098,1.2614,0.0072963,2.9694
166,51.509,-0.16098,1.2623,0.020765,2.7049
166.5,51.509,-0.16098,1.2688,0.0013617,1.9635
167,51.509,-0.16098,1.2424,0.023728,1.0505
167.5,51.509,-0.16098,1.2343,0.0029412,0.99513
168,51.509,-0.16098,1.2598,0.013224,1.7313
168.5,51.509,-0.16098,1.2477,-0.0098845,1.4816
169,51.509,-0.16098,1.2632,-0.029197,0.15555
169.5,51.509,-0.16098,1.2418,-0.010679,0.32161
170,51.509,-0.16098,1.2364,-0.0067749,-0.74453
170.5,51.509,-0.16098,1.2461,-0.01302,-0.9926
171,51.509,-0.16098,1.2319,-0.0013735,-0.84611
171.5,51.509,-0.16098,1.2116,-0.012045,-0.70777
172,51.509,-0.16098,1.2437,-0.006227,-0.090495
172.5,51.509,-0.16098,1.2319,0.00094631,0.5143
173,51.509,-0.16098,1.2343,0.032292,0.68733
173.5,51.509,-0.16098,1.2423,0.0043472,1.8472
174,51.509,-0.16098,1.2533,0.016798,1.4844
174.5,51.509,-0.16098,1.2643,0.018084,1.062
175,51.509,-0.16098,1.2303,-0.012312,0.24172
175.5,51.509,-0.16098,1.2605,-0.0091737,0.36077
176,51.509,-0.16098,1.2619,0.034864,0.43341
176.5,51.509,-0.16098,1.2575,-0.0084921,0.074752
177,51.509,-0.16098,1.2454,0.011081,0.33797
177.5,51.509,-0.16098,1.2328,0.037876,0.68779
178,51.509,-0.16098,1.2644,0.026277,-0.74999
178.5,51.509,-0.16098,1.249,0.019845,-1.907
179,51.509,-0.16098,1.2296,0.036704,-2.0567
179.5,51.509,-0.16098,1.2291,0.024538,-1.6006
180,51.509,-0.16097,1.2399,-0.0021227,-1.0582
180.5,51.51,-0.16097,1.2336,0.012684,-0.6153
181,51.51,-0.16097,1.2326,0.0051561,-0.057916
181.5,51.51,-0.16097,1.2363,-0.012777,-0.013519
182,51.51,-0.16097,1.2573,-0.0054692,0.1877
182.5,51.51,-0.16098,1.2383,-0.0086354,0.5848
183,51.51,-0.16097,1.2538,0.019262,0.20735
183.5,51.51,-0.16097,1.2536,0.0022481,-0.97622
184,51.51,-0.16097,1.2287,-0.0053414,-1.0677
184.5,51.51,-0.16097,1.2244,0.0078771,-0.75935
185,51.51,-0.16097,1.2609,-0.022736,-0.31889
185.5,51.51,-0.16098,1.2571,-0.046109,-0.56544
186,51.51,-0.16098,1.2511,-0.015506,-0.75291
186.5,51.51,-0.16098,1.2438,-0.0026138,-1.3012
187,51.51,-0.16098,1.2269,-0.01258,-2.0577
187.5,51.51,-0.16098,1.2651,-0.0080887,-1.3067
188,51.51,-0.16098,1.2729,0.0033844,-0.38192
188.5,51.51,-0.16098,1.0147,-0.0012863,0.63192
189,51.51,-0.16098,0.76521,0.0072992,1.488
189.5,51.51,-0.16098,0.49014,-0.010825,2.8455
190,51.51,-0.16098,0.23497,-0.026185,3.7769
190.5,51.51,-0.16098,0.25191,0.055178,17.378
191,51.51,-0.16097,0.20866,0.12959,31.963
191.5,51.51,-0.16097,0.17374,0.18263,45.26
192,51.51,-0.16097,0.12925,0.23026,61.409
192.5,51.51,-0.16097,0.088905,0.24256,76.193
193,51.51,-0.16097,0.020292,0.22849,91.688
193.5,51.51,-0.16097,-0.065008,0.23941,106.19
194,51.51,-0.16097,-0.13671,0.21349,120.09
194.5,51.51,-0.16096,-0.18278,0.18948,133.63
195,51.51,-0.16096,-0.19656,0.11757,147.78
195.5,51.51,-0.16096,-0.25787,0.10144,161.85
196,51.51,-0.16096,-0.24811,0.0019276,176.12
196.5,51.51,-0.16096,-0.50204,0.0090012,175.99
197,51.51,-0.16096,-0.75267,0.016717,177.58
197.5,51.51,-0.16096,-1.0047,0.0023604,179.51
198,51.51,-0.16096,-1.274,0.0062045,180.21
198.5,51.51,-0.16096,-1.2822,0.022565,180.2
199,51.51,-0.16096,-1.2354,-0.02322,181.96
199.5,51.51,-0.16096,-1.2576,-0.019579,180.96
200,51.51,-0.16096,-1.2312,0.0097835,180.95
200.5,51.51,-0.16096,-1.2707,-0.0018034,180.3
201,51.51,-0.16096,-1.2758,0.021371,179.49
201.5,51.51,-0.16096,-1.2572,0.026691,179.95
202,51.51,-0.16096,-1.2531,0.021968,179.84
202.5,51.51,-0.16096,-1.2672,0.028077,180.06
203,51.51,-0.16096,-1.2574,0.0032523,180.38
203.5,51.51,-0.16096,-1.2615,0.010058,180.5
204,51.51,-0.16096,-1.2582,0.024273,181
